id;origine;date;precision;date_brute;nature;intitule;phase;domaine_8;systeme;acteur_principal;acteur_secondaire;arene;type_acte;type_acte_2;effet_prop_monetaires;crise;crisis_no;cve;fil;source;source_graphe;acteurs_graphe;occurs_in;variantes;notes;gid;codage_statut;codage_justif;statut_ligne;acteur_principal_mode;acteur_principal_id;acteur_principal_nom
G009;graphe;2018;annee;;acte;CVE-2018-20587 (Vol, Luke Dashjr);maturation;;altcoin;nd;core_devs;on_chain;incident;innovation_protocolaire;nd;oui;36;CVE-2018-20587;crises-protocolaires;graphe v97 (chapitre nd);III.1 Crise Bitcoin CVE 2018-17144 : d'une crise à de nombreuses autres…;;;;;c6389ffe8f7a48668883b4845808c388;propose(lot1);"wiki des crises (ch.III l.181-249) via graphe v97 : crisisType=Vol (Theft) ; exploited=non ; correctif protocolaire implique ; attaquant hors typologie (precedent E065) - devs en reponse ; effet reseau -> on_chain";chantier;systeme_protocole;d35d720e1fa24d9fbe665a90ac0abc73;protocole Bitcoin
G010;graphe;2018;annee;;acte;CVE-2018-20586 (Tromperie, injection journal);maturation;;bitcoin;core_devs;;depots_de_code;incident;innovation_protocolaire;nd;oui;38;CVE-2018-20586;crises-protocolaires;graphe v97 (chapitre nd);III.1 Crise Bitcoin CVE 2018-17144 : d'une crise à de nombreuses autres…;;;;;19907a993e6c4b2392f503ec1863df9e;valide(lot3);"wiki des crises (ch.III l.181-249) via graphe v97 : crisisType=Tromperie (Deception) ; exploited=non ; correctif protocolaire implique ; bogue decouvert/corrige par les devs (precedent E015) ; traitement en depot de code";validee;systeme_protocole;d35d720e1fa24d9fbe665a90ac0abc73;protocole Bitcoin
F079;figure;2018-01-01;mois;;seuil;CoinBase atteint 22 Millions d'utilisateurs;maturation;viii;bitcoin;nd;;marches_plateformes;nd;;nd;non;;;;fig. n6 V2.8 (bin) (2018-01-01);;;;;[jour 01 = convention mois probable de la frise] colonnes analytiques a coder;;;;chantier;;;
F080;figure;2018-01-10;jour;;acte;"Tether migre vers Ethereum, soulignant la lenteur d'Omni/Mastercoin ; lancement d'un stablecoin Euro (EURT)";maturation;vii;ethereum;;;;;;nd;non;;;;fig. n6 V2.8 (bin) (2018-01-10);;;;;colonnes analytiques a coder;;;;chantier;;;
F081;figure;2018-01-15;jour;;acte;[France] Ouverture d'une mission par le Ministère des Finance sur les CM, dirigée par JP. Landau;maturation;v;bitcoin;;;;;;nd;non;;;;fig. n6 V2.8 (bin) (2018-01-15);;;;;colonnes analytiques a coder;;;;chantier;;;
F082;figure;2018-02-06;jour;;acte;[USA] Débat au Sénat Américain sur les CM;maturation;v;bitcoin;;;;;;nd;non;;;;fig. n6 V2.8 (bin) (2018-02-06);;;;;colonnes analytiques a coder;;;;chantier;;;
G106;graphe;2018-03;mois;;acte;Lightning Labs (premiere implementation LN, mars 2018);maturation;viii;bitcoin;;;;;;nd;non;;;;graphe v97 (Chapitre I) + fig. n6 V2.8 (bin);I.2.1 Un protocole deborde de carnavalesques improvisations d acteurs;Jack Dorsey | David Sacks | Vlad Tenev | Joseph Poon;Phase de maturation / Phase 3 Bitcoin [Concept];;Premiere implementation logicielle du LN par Lightning Labs (mars 2018). Fondateurs: Poon, Dryja + investisseurs Dorsey, Sacks, Tenev. 500 BTC dans le reseau fin 2018 (Torpey 2018);2ec8857fa7a24c70804d6a3a3e9d4d55;;;chantier;;;
F083;figure;2018-04-03;jour;;acte;Bitmain annonce la sortie d'un ASIC dedié au minage d'Ethereum (Antminer E3);maturation;vii;ethereum;;;;;;nd;non;;;;fig. n6 V2.8 (bin) (2018-04-03);;;;;colonnes analytiques a coder;;;;chantier;;;
G039;graphe;2018-06-09;jour;;acte;CVE-2017-12842 — No commitment to block merkle tree depth;maturation;;bitcoin;core_devs;;depots_de_code;incident;innovation_protocolaire;integrite_monnayage(±);oui;33;CVE-2017-12842;crises-protocolaires;graphe v97 (chapitre nd);III.1 Crise Bitcoin CVE 2018-17144 : d'une crise à de nombreuses autres…;;;;;232fdda1778043d9b168884c0caad3a5;valide(lot3);"wiki des crises (ch.III l.181-249) via graphe v97 : crisisType=Preuve SPV falsifiée (Fake SPV proof) ; correctif protocolaire implique ; bogue decouvert/corrige par les devs (precedent E015) ; traitement en depot de code";validee;systeme_protocole;d35d720e1fa24d9fbe665a90ac0abc73;protocole Bitcoin
G040;graphe;2018-07-02;jour;;acte;CVE-2016-10724 & CVE-2016-10725 — Alert system — Memory exhaustion & Final alert cancellation;maturation;;bitcoin;nd;core_devs;on_chain;incident;innovation_protocolaire;conf_methodique(±);oui;34;CVE-2016-10724 & CVE-2016-10725;crises-protocolaires;graphe v97 (chapitre nd);III.1 Crise Bitcoin CVE 2018-17144 : d'une crise à de nombreuses autres…;;;;;cfdb999d9b1c4989b7424a931fef16c4;valide(lot3);"wiki des crises (ch.III l.181-249) via graphe v97 : crisisType=DOS (Déni de service) ; correctif protocolaire implique ; attaquant hors typologie (precedent E065) - devs en reponse ; effet reseau -> on_chain";validee;systeme_protocole;d35d720e1fa24d9fbe665a90ac0abc73;protocole Bitcoin
E077;catalogue+graphe;2018-09;mois;;acte;CVE-2018-17144 - divulgation responsable et correctif secret;maturation;vi;bitcoin;core_devs;;depots_de_code;incident;innovation_protocolaire;nd;oui;35;CVE-2018-17144;crises-protocolaires;ch.III l.11 + l.39 + l.476;III.1 Crise Bitcoin CVE 2018-17144 : d'une crise à de nombreuses autres… | III.1.1 — Présentation périodisée : une mise en crise longue et silencieuse (CVE 2018) | I.1 Quand Bitcoin définit son monde… : l'aloi politique d'une CM pionnière;Core Developers (Bitcoin) | Pieter Wuille | Greg Maxwell;Protocole et couche de base [InfrastructureDomain] | GitHub Bitcoin Core [GovernanceArena];;IRC 18/09 - recensement seul (analyse SASE);db9a125c4c7a4d03bd19d3dc8c474a9e;valide(calibrage);;validee;;;
F084;figure;2018-10-26;jour;;acte;Lancement du Wrapped Bitcoin (WBTC) sur Ethereum, par Bitgo et d'autres entreprises;maturation;i;ethereum;;;;;;nd;non;;;;fig. n6 V2.8 (bin) (2018-10-26);;;;;colonnes analytiques a coder;;;;chantier;;;
E078;catalogue;2019;annee;;seuil;Stabilisation vers 8000 dollars (2019-2020);maturation;i*;bitcoin;nd;;marches_plateformes;nd;;nd;non;;;marches;ch.I l.293;;;;;;;valide(calibrage);;validee;;;
G107;graphe;2019;annee;;acte;Wrapped Bitcoin / WBTC (2019);maturation;vii;ethereum;;;;;;nd;non;;;;graphe v97 (Chapitre I);III.1 Crise Bitcoin CVE 2018-17144 : d'une crise à de nombreuses autres… | III.1.2 — Une remise en ordre rapide (CVE 2018) | III.3.4 — « Fork You ?! » : scission surprise fondatrice et ses enseignements;;Phase de maturation / Phase 3 Bitcoin [Concept];;Token ERC-20 representant 1 BTC sur Ethereum, emis par BitGo/KyberNetwork. IOU synthetique permettant aux BTC de circuler dans la DeFi (Redman 2019b).;2322a151c17c456484772d74a4cfa78a;;;chantier;;;
G111;graphe;2019;annee;;acte;Braiins / Stratum V2 (protocole communication hashers/pools);maturation;vi;bitcoin;;;;;;nd;non;;;;graphe v97 (Chapitre I);I.2.1 Un protocole deborde de carnavalesques improvisations d acteurs;;;;Entreprise liée à Slushpool développant Stratum V2 : amélioration du protocole de communication entre hashers et pools de minage. Objectif : redonner aux hashers la capacité de cho;52825e0addb24136bf45eace9724984b;;;chantier;;;
F085;figure;2019-01-01;mois;;seuil;La bourse d'échange CoinBase atteint 30 Millions d'utilisateurs;maturation;viii;bitcoin;nd;;marches_plateformes;nd;;nd;non;;;;fig. n6 V2.8 (bin) (2019-01-01);;;;;[jour 01 = convention mois probable de la frise] colonnes analytiques a coder;;;;chantier;;;
G139;graphe;2019-01-03;jour;;acte;Proof of Keys Day (3 janvier, annuel depuis 2019);maturation;;bitcoin;;;;;;nd;non;;;;graphe v97 (Chapitre II);I.2.1 Un protocole deborde de carnavalesques improvisations d acteurs;;Phase de maturation / Phase 3 Bitcoin [Concept];;Pratique rituelle annuelle des bitcoiners chaque 3 janvier (date d'anniversaire du bloc de genèse Bitcoin). Retrait coordonné des fonds des bourses et passerelles. Objectifs : clam;0eb8e8c40dca46c0b2a860444b29a454;;;chantier;;;
F086;figure;2019-02-28;jour;;acte;"Modification protocolaire d'Ethereum, Hard Fork ""Constantinople / St Petersbourg"", retardement de la bombe de difficulté";maturation;vii;ethereum;;;;;;nd;non;;;;fig. n6 V2.8 (bin) (2019-02-28);;;;;colonnes analytiques a coder;;;;chantier;;;
F087;figure;2019-05-07;jour;;seuil;La bourse d'échange Binance perd 7000 BTC, (~40 Millions $);maturation;viii;bitcoin;nd;;marches_plateformes;nd;;nd;non;;;;fig. n6 V2.8 (bin) (2019-05-07);;;;;colonnes analytiques a coder;;;;chantier;;;
G041;graphe;2019-06-22;jour;;acte;CVE-2017-18350 — Buffer overflow from SOCKS proxy;maturation;;bitcoin;core_devs;;depots_de_code;incident;innovation_protocolaire;nd;oui;37;CVE-2017-18350;crises-protocolaires;graphe v97 (chapitre nd);III.1 Crise Bitcoin CVE 2018-17144 : d'une crise à de nombreuses autres…;;;;;fc33fb06d95b42a09a1e08dae5fe8c87;propose(lot1);"wiki des crises (ch.III l.181-249) via graphe v97 : crisisType=Inconnue (Unknown) ; exploited=inconnu ; correctif protocolaire implique ; bogue decouvert/corrige par les devs (precedent E015) ; traitement en depot de code";chantier;systeme_protocole;d35d720e1fa24d9fbe665a90ac0abc73;protocole Bitcoin
F088;figure;2020-01-01;mois;;seuil;La bourse d'échange CoinBase atteint 35 Millions d'utilisateurs;maturation;viii;bitcoin;nd;;marches_plateformes;nd;;nd;non;;;;fig. n6 V2.8 (bin) (2020-01-01);;;;;[jour 01 = convention mois probable de la frise] colonnes analytiques a coder;;;;chantier;;;
G170;graphe;2022-09-15;jour;;acte;The Merge (transition Ethereum PoW → PoS, septembre 2022);maturation;;ethereum;;;;;;nd;non;;;;graphe v97 (chapitre nd);III.1.2 — Une remise en ordre rapide (CVE 2018) | III.2.1 — De la diversité des crises aux crises protocolaires des CM | III.2.3 — Des acteurs au cœur de la gouvernance sur le protocole : gouvernance de huis clos;;;;;c5b853a4aa0447ed88bc11828a8c805c;;;chantier;;;
G113;graphe;2024;annee;;acte;Figure 5 — Division sociale du travail protocolaire et spécialisation des acteurs;maturation;iii;bitcoin;;;;;;nd;non;;;;graphe v97 (Chapitre I);III.1.1 — Présentation périodisée : une mise en crise longue et silencieuse (CVE 2018) | III.3.2 — Une remise en ordre complexe, contrainte et controversée | I.2.1 Un protocole deborde de carnavalesques improvisations d acteurs;;;;Figure originale de Maël Rolland illustrant la spécialisation des acteurs et des fonctions dans l'écosystème Bitcoin : (0) fonctions portefeuille, (1) diffusion, (2) traitement/min;da2c1b40ca374770836b98990bb6d55a;;;chantier;;;
G005;graphe;;;;acte;Crise BIP-0016 (Attaque P2SH);;;bitcoin;nd;core_devs;on_chain;incident;;nd;oui;9;;crises-protocolaires;graphe v97 (chapitre nd);III.1.2 — Une remise en ordre rapide (CVE 2018) | III.2.3 — Des acteurs au cœur de la gouvernance sur le protocole : gouvernance de huis clos | III.3.3 — Gouvernance ouverte et publique pour des forks controversés;;;;;1204a4726caa4f95801cbb04aa5a1d3c;propose(lot1);"wiki des crises (ch.III l.181-249) via graphe v97 : crisisType=Fausse confirmation (Fake Conf) — Soft fork P2SH ; exploited=oui (théoriquement, coûteux) ; attaquant hors typologie (precedent E065) - devs en reponse ; effet reseau -> on_chain";chantier;systeme_protocole;d35d720e1fa24d9fbe665a90ac0abc73;protocole Bitcoin
G012;graphe;;;;acte;Séries China BAN (2013-2021);;;bitcoin;;;;;;nd;oui;;;;graphe v97 (Chapitre I (note 67));III.1 Crise Bitcoin CVE 2018-17144 : d'une crise à de nombreuses autres…;;;;;86b6f7211dc94792b7efa288317a811e;;;chantier;;;
G046;graphe;;;;acte;Multisig wallet;;iii;bitcoin;;;;;;nd;non;;;;graphe v97 (Chapitre I, section I.2);I.2.1 Un protocole deborde de carnavalesques improvisations d acteurs;Bourses d'échange (exchanges);;;Portefeuille multi-signatures nécessitant plusieurs clés pour autoriser une transaction (ex. 2-of-3), améliorant la sécurité des fonds.;4d131ce65c0e4ed4ac4da539f21979a2;;;douteuse;;;
G047;graphe;;;;acte;Satoshi Dice;;i;bitcoin;;;;;;nd;non;;;;graphe v97 (Chapitre I, section I.2);I.2.1 Un protocole deborde de carnavalesques improvisations d acteurs | I.4 Conclusion du Chapitre I;Satoshi Nakamoto | Core Developers (Bitcoin);Phase de péché [DevelopmentPhase];;Jeu de hasard Bitcoin basé sur la blockchain, lancé en 2012, représentant à son apogée plus de 50% des transactions Bitcoin.;a972e3e3220d450d9b9fca39df08dc25;;;chantier;;;
G049;graphe;;;;acte;Bitcoin-Qt (client lourd);;vi;bitcoin;;;;;;nd;non;;;;graphe v97 (Chapitre I, section I.2);III.1 Crise Bitcoin CVE 2018-17144 : d'une crise à de nombreuses autres… | III.1.2 — Une remise en ordre rapide (CVE 2018) | III.3.4 — « Fork You ?! » : scission surprise fondatrice et ses enseignements;;Phase de preuve de concept [DevelopmentPhase];;Client de référence Bitcoin avec interface graphique, renommé Bitcoin Core en 2014, incarnant la continuité du logiciel originel de Satoshi Nakamoto.;4ece5d2077c14b558480a3a80a7a550f;;;douteuse;;;
G050;graphe;;;;acte;ASICs (spécialisation du minage);;;bitcoin;;;;;;nd;non;;;;graphe v97 (Chapitre I, section I.2);I.2.1 Un protocole deborde de carnavalesques improvisations d acteurs;;Phase de preuve de concept [DevelopmentPhase];;Introduction des ASIC pour le minage Bitcoin en 2013, remplaçant les GPU et concentrant la production de blocs entre quelques fabricants.;a1d764bf362646b7822bf199bf9ca6c6;;;chantier;;;
G051;graphe;;;;acte;Crise chypriote (référence dans la monétisation);;i;bitcoin;;;;;;nd;non;;;;graphe v97 (Chapitre I, section I.2);I.2.1 Un protocole deborde de carnavalesques improvisations d acteurs;;;;La crise bancaire chypriote de mars 2013, avec confiscation partielle des dépôts, favorise l'intérêt pour Bitcoin comme valeur refuge décentralisée.;6ce7c70a40f34ef3bf06889bc177511b;;;chantier;;;
G052;graphe;;;;acte;Fermeture de SilkRoad (FBI);;i;bitcoin;;;;;;nd;non;;;;graphe v97 (Chapitre I, section I.2);I.2.1 Un protocole deborde de carnavalesques improvisations d acteurs;;;;Fermeture de Silk Road par le FBI le 2 octobre 2013, arrestation de Ross Ulbricht, première confrontation majeure entre Bitcoin et les autorités américaines.;673e389578a2423ea211086b2dfcdb05;;;chantier;;;
G053;graphe;;;;acte;Session Sénat US sur Bitcoin (19 novembre 2013);;v;bitcoin;;;;;;nd;non;;;;graphe v97 (Chapitre I, section I.2);III.1 Crise Bitcoin CVE 2018-17144 : d'une crise à de nombreuses autres… | III.1.1 — Présentation périodisée : une mise en crise longue et silencieuse (CVE 2018) | I.1 Quand Bitcoin définit son monde… : l'aloi politique d'une CM pionnière;Bitcoin Foundation;Phase de maturation / Phase 3 Bitcoin [Concept];;Auditions du Sénat américain sur Bitcoin le 19 novembre 2013, premier signal d'une possible légitimation réglementaire et contribution à la hausse vers 1000$.;6b451a405b334281ae174f5836b73eb1;;;douteuse;;;
G062;graphe;;;;acte;MyBitcoin (custodial wallet);;iii;bitcoin;;;;;;nd;non;;;;graphe v97 (chapitre nd);III.1 Crise Bitcoin CVE 2018-17144 : d'une crise à de nombreuses autres… | III.1.1 — Présentation périodisée : une mise en crise longue et silencieuse (CVE 2018) | I.1 Quand Bitcoin définit son monde… : l'aloi politique d'une CM pionnière;MyBitcoin;Phase de preuve de concept [DevelopmentPhase];;Portefeuille custodial en ligne lancé en 2010, disparu en 2011 avec les fonds de ses utilisateurs (78 000 BTC perdus), premier cas majeur de risque de contrepartie.;30ea73371bad42b3b9e4b58649050ac4;;;chantier;;;
G160;graphe;;;;acte;Expansion services monétaires et financiers Bitcoin (2012-2013);;i;bitcoin;;;;;;nd;non;;;;graphe v97 (Rauchs 2016 p.54-58);III.1 Crise Bitcoin CVE 2018-17144 : d'une crise à de nombreuses autres… | III.1.1 — Présentation périodisée : une mise en crise longue et silencieuse (CVE 2018) | I.1 Quand Bitcoin définit son monde… : l'aloi politique d'une CM pionnière;;Phase de péché [DevelopmentPhase];;;c59f0db4315f46c98458d6893b1d297f;;;chantier;;;
G161;graphe;;;;acte;Innovations de métaprotocole Bitcoin (2012-2014);;vi;bitcoin;;;;;;nd;non;;;;graphe v97 (chapitre nd);III.1 Crise Bitcoin CVE 2018-17144 : d'une crise à de nombreuses autres… | III.1.1 — Présentation périodisée : une mise en crise longue et silencieuse (CVE 2018) | I.1 Quand Bitcoin définit son monde… : l'aloi politique d'une CM pionnière;;Phase de péché [DevelopmentPhase];;;0b78cd80142143b8a879845debb6c3c6;;;chantier;;;
G167;graphe;;;;acte;Migration DApps Counterparty vers Ethereum (2014-2015);;;ethereum;;;;;;nd;non;;;;graphe v97 (chapitre nd);III.1.2 — Une remise en ordre rapide (CVE 2018) | III.2.1 — De la diversité des crises aux crises protocolaires des CM | III.3.1 — Une mise en crise brutale, publique et tapageuse (The DAO);;;;;c501df1a0cb5496588d3806003d6f6d3;;;chantier;;;
G171;graphe;;;;acte;Crise bancaire et financière de 2008;;;bitcoin;;;;;;nd;oui;;;;graphe v97 (chapitre nd);III.1 Crise Bitcoin CVE 2018-17144 : d'une crise à de nombreuses autres…;;;;;bc083765c6c20c4840d5eef4873c9814;;;chantier;;;
G172;graphe;;;;acte;North American Bitcoin Conference (Miami 2014);;;bitcoin;;;;;;nd;non;;;;graphe v97 (chapitre nd);III.1 Crise Bitcoin CVE 2018-17144 : d'une crise à de nombreuses autres… | III.1.1 — Présentation périodisée : une mise en crise longue et silencieuse (CVE 2018) | I.1 Quand Bitcoin définit son monde… : l'aloi politique d'une CM pionnière;;;;;344cef0c6643488946ab489f73e2e97f;;;douteuse;;;
G173;graphe;;;;acte;Campagne de financement Ethereum (ICO 2014);;;ethereum;;;;;;nd;non;;;;graphe v97 (chapitre nd);III.1.2 — Une remise en ordre rapide (CVE 2018) | III.2.1 — De la diversité des crises aux crises protocolaires des CM | III.3.1 — Une mise en crise brutale, publique et tapageuse (The DAO);;;;;647cfd915fa09e9703fa8cbd1e60e819;;;chantier;;;
G174;graphe;;;;acte;Frontier (lancement mainnet Ethereum, juillet 2015);;;ethereum;;;;;;nd;non;;;;graphe v97 (chapitre nd);III.1.2 — Une remise en ordre rapide (CVE 2018) | III.2.1 — De la diversité des crises aux crises protocolaires des CM | III.3.1 — Une mise en crise brutale, publique et tapageuse (The DAO);;;;;6cbe860718afbd70507b3dc92aba5973;;;chantier;;;
G175;graphe;;;;acte;Op_Return War;;;bitcoin;;;;;;nd;oui;;;;graphe v97 (chapitre nd);I.2.2 — Un protocole Bitcoin qui s'adapte : régulations transactionnelles très politiques | III.2.1 — De la diversité des crises aux crises protocolaires des CM;;;;;43188ec45e15dbb64adc77e81b89dacd;;;chantier;;;
